"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Cuba","CUB","Population, age 3, male","SP.POP.AG03.MA.UN","61634","2010"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","120214","2010"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","154612","1997"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","135154","2004"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","139438","1999"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","111425","2013"
"Cuba","CUB","Population, age 3, total","SP.POP.AG03.TO.UN","127370","2008"
"Cuba","CUB","Population, age 4, female","SP.POP.AG04.FE.UN","77277","1997"
"Cuba","CUB","Population, age 4, female","SP.POP.AG04.FE.UN","52563","2015"
"Cuba","CUB","Population, age 4, female","SP.POP.AG04.FE.UN","56818","2012"
"Cuba","CUB","Population, age 4, female","SP.POP.AG04.FE.UN","87363","1993"
"Cuba","CUB","Population, age 4, female","SP.POP.AG04.FE.UN","66104","2005"
"Cuba","CUB","Population, age 4, male","SP.POP.AG04.MA.UN","76288","1998"
"Cuba","CUB","Population, age 4, male","SP.POP.AG04.MA.UN","55308","2015"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","131158","2002"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","134032","2007"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","175206","1995"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","127427","2009"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","139369","1999"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","168571","1996"
"Cuba","CUB","Population, age 4, total","SP.POP.AG04.TO.UN","168468","1990"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","83662","1996"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","57986","2012"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","66839","2006"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","66103","2007"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","59999","2011"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","64228","2002"
"Cuba","CUB","Population, age 5, female","SP.POP.AG05.FE.UN","83144","1991"
"Cuba","CUB","Population, age 5, male","SP.POP.AG05.MA.UN","90385","1992"
"Cuba","CUB","Population, age 5, male","SP.POP.AG05.MA.UN","92044","1995"
"Cuba","CUB","Population, age 5, male","SP.POP.AG05.MA.UN","71556","2006"
"Cuba","CUB","Population, age 5, male","SP.POP.AG05.MA.UN","83491","1990"
"Cuba","CUB","Population, age 5, male","SP.POP.AG05.MA.UN","70566","2007"
"Cuba","CUB","Population, age 5, total","SP.POP.AG05.TO.UN","118895","2012"
"Cuba","CUB","Population, age 5, total","SP.POP.AG05.TO.UN","180031","1993"
"Cuba","CUB","Population, age 6, female","SP.POP.AG06.FE.UN","75049","1998"
"Cuba","CUB","Population, age 6, female","SP.POP.AG06.FE.UN","86350","1993"
"Cuba","CUB","Population, age 6, female","SP.POP.AG06.FE.UN","80614","1991"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","79136","1998"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","73952","1999"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","92773","1994"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","56707","2015"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","60030","2013"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","70467","2000"
"Cuba","CUB","Population, age 6, male","SP.POP.AG06.MA.UN","84490","1991"
"Cuba","CUB","Population, age 6, total","SP.POP.AG06.TO.UN","137553","2000"
"Cuba","CUB","Population, age 6, total","SP.POP.AG06.TO.UN","157920","1990"
"Cuba","CUB","Population, age 6, total","SP.POP.AG06.TO.UN","165104","1991"
"Cuba","CUB","Population, age 7, female","SP.POP.AG07.FE.UN","84208","1993"
"Cuba","CUB","Population, age 7, female","SP.POP.AG07.FE.UN","77731","1991"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","73546","2006"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","91618","1995"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","85727","1997"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","72962","2000"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","63687","2012"
"Cuba","CUB","Population, age 7, male","SP.POP.AG07.MA.UN","59511","2014"
"Cuba","CUB","Population, age 7, total","SP.POP.AG07.TO.UN","178067","1995"
"Cuba","CUB","Population, age 7, total","SP.POP.AG07.TO.UN","143210","2005"
"Cuba","CUB","Population, age 7, total","SP.POP.AG07.TO.UN","138323","2008"
"Cuba","CUB","Population, age 7, total","SP.POP.AG07.TO.UN","152805","1990"
"Cuba","CUB","Population, age 8, female","SP.POP.AG08.FE.UN","59549","2013"
"Cuba","CUB","Population, age 8, female","SP.POP.AG08.FE.UN","70788","2004"
"Cuba","CUB","Population, age 8, male","SP.POP.AG08.MA.UN","70702","2009"
"Cuba","CUB","Population, age 8, male","SP.POP.AG08.MA.UN","59561","2015"
"Cuba","CUB","Population, age 8, total","SP.POP.AG08.TO.UN","174866","1995"
"Cuba","CUB","Population, age 8, total","SP.POP.AG08.TO.UN","160305","1998"
"Cuba","CUB","Population, age 8, total","SP.POP.AG08.TO.UN","145687","2001"
"Cuba","CUB","Population, age 8, total","SP.POP.AG08.TO.UN","145901","2004"
"Cuba","CUB","Population, age 9, female","SP.POP.AG09.FE.UN","75365","2000"
"Cuba","CUB","Population, age 9, female","SP.POP.AG09.FE.UN","72605","2004"
"Cuba","CUB","Population, age 9, female","SP.POP.AG09.FE.UN","67123","2009"
"Cuba","CUB","Population, age 9, male","SP.POP.AG09.MA.UN","82587","1993"
"Cuba","CUB","Population, age 9, male","SP.POP.AG09.MA.UN","74209","2007"
"Cuba","CUB","Population, age 9, total","SP.POP.AG09.TO.UN","146198","2006"
"Cuba","CUB","Population, age 9, total","SP.POP.AG09.TO.UN","148047","2005"
"Cuba","CUB","Population, age 9, total","SP.POP.AG09.TO.UN","166955","1994"
"Cuba","CUB","Population, age 9, total","SP.POP.AG09.TO.UN","153752","1992"
"Cuba","CUB","Population, age 10, female","SP.POP.AG10.FE.UN","77994","1994"
"Cuba","CUB","Population, age 10, female","SP.POP.AG10.FE.UN","73157","2005"
"Cuba","CUB","Population, age 10, female","SP.POP.AG10.FE.UN","64927","2011"
"Cuba","CUB","Population, age 10, male","SP.POP.AG10.MA.UN","85902","1997"
"Cuba","CUB","Population, age 10, male","SP.POP.AG10.MA.UN","68040","2012"
"Cuba","CUB","Population, age 10, male","SP.POP.AG10.MA.UN","73557","2008"
"Cuba","CUB","Population, age 10, male","SP.POP.AG10.MA.UN","72314","2009"
"Cuba","CUB","Population, age 10, total","SP.POP.AG10.TO.UN","139979","2009"
"Cuba","CUB","Population, age 10, total","SP.POP.AG10.TO.UN","155319","2003"
"Cuba","CUB","Population, age 10, total","SP.POP.AG10.TO.UN","152859","2004"
"Cuba","CUB","Population, age 10, total","SP.POP.AG10.TO.UN","146740","1992"
"Cuba","CUB","Population, age 11, female","SP.POP.AG11.FE.UN","81465","1997"
"Cuba","CUB","Population, age 11, female","SP.POP.AG11.FE.UN","69336","2008"
"Cuba","CUB","Population, age 11, male","SP.POP.AG11.MA.UN","86940","1998"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","77125","2015"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","75202","2006"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","84723","2011"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","64176","2002"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","108993","1995"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","82092","1998"
"Cuba","CUB","Population, age 23, male","SP.POP.AG23.MA.UN","116316","1991"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","157517","2008"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","158155","2013"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","127987","2003"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","181504","1997"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","133777","2004"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","160892","1998"
"Cuba","CUB","Population, age 23, total","SP.POP.AG23.TO.UN","139751","2005"
"Cuba","CUB","Population, age 24, female","SP.POP.AG24.FE.UN","76717","2012"
"Cuba","CUB","Population, age 24, female","SP.POP.AG24.FE.UN","66204","2001"
"Cuba","CUB","Population, age 24, male","SP.POP.AG24.MA.UN","73695","2000"
"Cuba","CUB","Population, age 24, male","SP.POP.AG24.MA.UN","79472","2009"
"Cuba","CUB","Population, age 24, male","SP.POP.AG24.MA.UN","115045","1994"
"Cuba","CUB","Population, age 24, male","SP.POP.AG24.MA.UN","87302","1998"
"Cuba","CUB","Population, age 24, male","SP.POP.AG24.MA.UN","81765","2012"
"Cuba","CUB","Population, age 24, total","SP.POP.AG24.TO.UN","146316","2007"
"Cuba","CUB","Population, age 24, total","SP.POP.AG24.TO.UN","139209","2005"
"Cuba","CUB","Population, age 24, total","SP.POP.AG24.TO.UN","218671","1995"
"Cuba","CUB","Population, age 24, total","SP.POP.AG24.TO.UN","232623","1993"
"Cuba","CUB","Population, age 24, total","SP.POP.AG24.TO.UN","136463","2001"
"Cuba","CUB","Population, age 25, female","SP.POP.AG25.FE.UN","76829","2015"
"Cuba","CUB","Population, age 25, female","SP.POP.AG25.FE.UN","115076","1990"
"Cuba","CUB","Population, age 25, female","SP.POP.AG25.FE.UN","103991","1996"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","106613","1996"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","77322","2010"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","81841","2015"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","85455","1999"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","81475","2013"
"Cuba","CUB","Population, age 25, male","SP.POP.AG25.MA.UN","72013","2003"
"Cuba","CUB","Population, age 25, total","SP.POP.AG25.TO.UN","147771","2001"
"Cuba","CUB","Population, age 25, total","SP.POP.AG25.TO.UN","149621","2010"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5646174","2009"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5446749","1996"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5604310","2003"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5000726","1985"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5734606","2016"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5556419","2000"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5044685","1986"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5095723","1987"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5699090","2013"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5714209","2014"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5655068","2010"
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","5150269","1988"
"Cuba","CUB","Population, female (% of total)","SP.POP.TOTL.FE.ZS","49.616998846","1990"
"Angola","AGO","Population of the official age for upper secondary education, male (number)","SP.SEC.UTOT.MA.IN","236016","1988"
"Angola","AGO","Population of the official age for upper secondary education, male (number)","SP.SEC.UTOT.MA.IN","149937","1973"
"Angola","AGO","Population of the official age for upper secondary education, male (number)","SP.SEC.UTOT.MA.IN","208941","1984"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","437600","1982"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","346772","1973"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","369694","1976"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","1150912","2014"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","793644","2002"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","574239","1991"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","1037346","2011"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","354510","1974"
"Angola","AGO","Population of the official age for tertiary education, female (number)","SP.TER.TOTL.FE.IN","821920","2003"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","380360","1978"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","839174","2004"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","345463","1974"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","660436","1995"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","515692","1988"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","405393","1980"
"Angola","AGO","Population of the official age for tertiary education, male (number)","SP.TER.TOTL.MA.IN","714392","1999"
"Angola","AGO","Africa Dataset: Graduates from accredited pre-service primary or secondary teacher training programm...","UIS.AFR.GTC.1T3.F","7771","2010"
"Angola","AGO","Africa Dataset: Ratio of teacher training graduates to teachers in primary education, both sexes","UIS.AFR.GTCTR.1.T","14.624489784","2011"
"Angola","AGO","Africa Dataset: Ratio of teacher training graduates to teachers in primary education, both sexes","UIS.AFR.GTCTR.1.T","16.204370499","2010"
"Angola","AGO","Gross intake ratio to Grade 1 of lower secondary general education, gender parity index (GPI)","UIS.AIR.2.GPV.GPI","0.889599979","2002"
"Angola","AGO","Drop-out rate from Grade 2 of lower secondary general education, both sexes (%)","UIS.DR.2.GPV.G2.T","41.662311554","1982"
"Angola","AGO","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400","3.805579901","2013"
"Angola","AGO","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400","9.700449944","1999"
"Angola","AGO","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400","9.708740234","2002"
"Angola","AGO","Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)","UIS.FOSEP.56.F600","0.149990007","2013"
"Angola","AGO","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","63.883369446","2009"
"Angola","AGO","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","81.223548889","2002"
"Angola","AGO","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","65.036972046","2010"
"Angola","AGO","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","81.075141907","1998"
"Angola","AGO","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","95.912117004","1982"
"Angola","AGO","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","73.695770264","1971"
"Angola","AGO","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","24.913379669","2003"
"Angola","AGO","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","14.312879562","2011"
"Angola","AGO","Repetition rate in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPR.2.GPV.G1","24.523290634","2002"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","332686","1993"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","181138","1974"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","300837","1990"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","167121","1971"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","231094","1982"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","343635","1994"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","201452","1978"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","353063","1995"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","607069","2013"
"Angola","AGO","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","543033","2010"
"Angola","AGO","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","15","2012"
"Angola","AGO","Africa Dataset: Percentage of female teachers in primary education who are newly recruited, female (...","UIS.AFR.NTP.1.PU.F","5.641349792","2007"
"Angola","AGO","Africa Dataset: Percentage of female teachers in primary education who are newly recruited, female (...","UIS.AFR.NTP.1.PU.F","14.002969742","2008"
"Angola","AGO","Percentage of graduates from Science and Technology programmes in tertiary education who are female ...","UIS.FGP.56.F400500","37.5","1999"
"Angola","AGO","Illiterate population, 25-64 years, both sexes (number)","UIS.ILLPOP.AG25T64","1541755.037","2001"
"Angola","AGO","Adult literacy rate, population 15+ years, gender parity index (GPI)","UIS.LR.AG15T99.GPI","0.65358","2001"
"Angola","AGO","Literacy rate, population 25-64 years, gender parity index (GPI)","UIS.LR.AG25T64.GPI","0.59706","2001"
"Angola","AGO","Literacy rate, population 25-64 years, gender parity index (GPI)","UIS.LR.AG25T64.GPI","0.59375","2014"
"Angola","AGO","Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), gender parity index ...","UIS.NIR.1.AGP1.GPI","0.846369982","2010"
"Angola","AGO","Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), gender parity index ...","UIS.NIR.1.AGP1.GPI","0.872990012","2008"
"Angola","AGO","Enrolment in tertiary education per 100,000 inhabitants, male","UIS.TE_100000.56.M","70.260398865","1998"
"Angola","AGO","SABER: (Student Assessment) Policy Goal 1: Classroom Assessment","SABER.STD.ASS.GOAL1","2","2009"
"Angola","AGO","SABER: (Student Assessment) Policy Goal 3: National Large-Scale Assessment (NLSA)","SABER.STD.ASS.GOAL3","1","2009"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Education programmes, female (%)","UIS.FOSEP.56.F140.F","37.941181183","1999"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Education programmes, female (%)","UIS.FOSEP.56.F140.F","16.819210052","2013"
"Angola","AGO","Percentage of male students in tertiary education enrolled in Education programmes, male (%)","UIS.FOSEP.56.F140.M","32.497390747","1999"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Humanities and Arts programmes, fema...","UIS.FOSEP.56.F200.F","2.306499958","2013"
"Angola","AGO","Percentage of male students in tertiary education enrolled in Social Sciences, Business and Law prog...","UIS.FOSEP.56.F300.M","45.319950104","2013"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Science programmes, female (%)","UIS.FOSEP.56.F400.F","9.346409798","1999"
"Angola","AGO","Percentage of male students in tertiary education enrolled in Science programmes, male (%)","UIS.FOSEP.56.F400.M","9.926850319","1999"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Engineering, Manufacturing and Const...","UIS.FOSEP.56.F500.F","7.258900166","2013"
"Angola","AGO","Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)","UIS.FOSEP.56.F600.F","0.096830003","2013"
"Angola","AGO","Percentage of male students in tertiary education enrolled in Services programmes, male (%)","UIS.FOSEP.56.F800.M","0.200719997","2013"
"Angola","AGO","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","22.516559601","1999"
"Angola","AGO","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","21.153570175","2013"
"Angola","AGO","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","8.823530197","2002"
"Angola","AGO","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","7.947020054","1999"
"Angola","AGO","Pupil/trained teacher ratio in primary education (headcount basis)","UIS.PTRHC.1.TRAINED","89.58996","2011"
"Angola","AGO","Percentage of repeaters in Grade 1 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G1.M","33.743610382","2008"
"Angola","AGO","Percentage of repeaters in Grade 2 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G2.M","24.513620377","2008"
"Angola","AGO","Percentage of repeaters in Grade 2 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G2.M","14.616970062","2011"
"Angola","AGO","Percentage of repeaters in Grade 3 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G3.M","7.012050152","2009"
"Angola","AGO","Repetition rate in Grade 1 of lower secondary general education, female (%)","UIS.REPR.2.GPV.G1.F","24.165500641","2002"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","161262","1992"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","98166","1977"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","155725","1991"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","236698","2004"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","271468","2010"
"Angola","AGO","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","95326","1976"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","202404","2000"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","315891","2014"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","133351","1986"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","303954","2013"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","261206","2009"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","124678","1984"
"Angola","AGO","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","137976","1987"
"Angola","AGO","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","0.75417","2001"
"Angola","AGO","Youth literacy rate, population 15-24 years, male (%)","SE.ADT.1524.LT.MA.ZS","84.86238","2014"
"Angola","AGO","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","18.339939117","2011"
"Angola","AGO","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","32.475231171","2008"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","43.705181122","1972"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","40.973320007","1987"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","43.515441895","1971"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","48.482978821","2008"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","45.36756134","2001"
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","46.730960846","2002"
"Angola","AGO","Percentage of male students in secondary education enrolled in vocational programmes, male (%)","SE.SEC.ENRL.MA.VO.ZS","21.99297905","2000"
"Angola","AGO","Percentage of students in secondary vocational education who are female (%)","SE.SEC.ENRL.VO.FE.ZS","33.431728363","2010"
"Angola","AGO","Percentage of female graduates from tertiary education graduating from Agriculture programmes, femal...","SE.TER.GRAD.AG.FE.ZS","0","1999"
"Angola","AGO","Percentage of female graduates from tertiary education graduating from Agriculture programmes, femal...","SE.TER.GRAD.AG.FE.ZS","1.428570032","2002"
"Angola","AGO","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing an...","SE.TER.GRAD.EN.FE.ZS","8.571430206","2002"
"Angola","AGO","Percentage of graduates from Agriculture programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.AG.ZS","21.705429077","2013"
"Angola","AGO","Percentage of graduates from Education programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.ED.ZS","36.584331512","2013"
"Angola","AGO","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary educ...","SE.TER.GRAD.FE.EN.ZS","19.320589066","2013"
"Angola","AGO","Percentage of female graduates from tertiary education graduating from Science programmes, female (%...","SE.TER.GRAD.SC.FE.ZS","32.03125","1999"
"Angola","AGO","Percentage of female graduates from tertiary education graduating from Social Sciences, Business and...","SE.TER.GRAD.SS.FE.ZS","14.285710335","2002"
"Angola","AGO","Africa Dataset: Average number of grades per multigrade class in primary schools (number of grades)","UIS.AFR.AGRADMG.1.PU","2","2007"
"Angola","AGO","Africa Dataset: Percentage of newly recruited teachers in primary education who are trained, both se...","UIS.AFR.TRNTP.1.PU.T","44.570011139","2010"
"Angola","AGO","Percentage of graduates from non-science and non-technology fields in tertiary education who are fem...","UIS.FGP.56.FNON400500","40.74074","2002"
"Angola","AGO","Survival rate to the last grade of lower secondary general education, both sexes (%)","UIS.SR.2.GPV.GLAST.CP.T","8.82404995","1982"
"Angola","AGO","SABER: (Student Assessment) Policy Goal 4 Lever 2: System Alignment","SABER.STD.ASS.GOAL4.LVL2","1","2009"
"Angola","AGO","Africa Dataset: School census return rate from primary schools","UIS.AFR.SCHCENRESPR.1.PU","77.000991821","2009"
"Angola","AGO","Africa Dataset: Percentage of primary schools without toilets (%)","UIS.AFR.SCHBSP.1.PU.WOTOIL","42.001590729","2010"
"Angola","AGO","Government expenditure in educational institutions as % of GDP (%)","UIS.XGDP.FSGOV.FDINSTADM.FFD","2.59149003","1998"
"Albania","ALB","Enrolment in lower secondary education, both sexes (number)","UIS.E.2","263163","2003"
"Albania","ALB","Enrolment in lower secondary education, both sexes (number)","UIS.E.2","261341","1999"
"Albania","ALB","Enrolment in lower secondary education, both sexes (number)","UIS.E.2","266940","2001"
"Albania","ALB","Enrolment in lower secondary education, both sexes (number)","UIS.E.2","260718","2000"
"Albania","ALB","Enrolment in upper secondary education, both sexes (number)","UIS.E.3","152182","2012"
"Albania","ALB","Enrolment in upper secondary education, both sexes (number)","UIS.E.3","173269","2007"
"Albania","ALB","Enrolment in upper secondary education, both sexes (number)","UIS.E.3","122555","2002"
"Albania","ALB","Enrolment in upper secondary education, both sexes (number)","UIS.E.3","132803","2009"
"Albania","ALB","Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)","UIS.E.7","45955","2013"
"Albania","ALB","Repeaters in primary education, all grades, both sexes (number)","UIS.R.1","7115","2003"
"Albania","ALB","Repeaters in primary education, all grades, both sexes (number)","UIS.R.1","1646","2012"
